ID,BUILDING_DEPARTMENT,TYPE,DEPARTMENT_NAME,AND_DEPARTMENT_NAME,MATCH_GCC,Notes,BD_STAFF_COUNT,BD_STAFF_POS,BD_STAFF_TOTAL_WAGES,EmployerPopulation,EmployerCounty
CIT.310,PINOLE,CITY,Community Development,,Yes,,8,"Building Inspector II, Building Official, Code Enforcement Officer II, Community Developmentelopment Director, Permit Technician I, Permit Technician III, Planning Manager, Project Manager",1007258.0,18261.0,Contra Costa
CIT.311,PISMO BEACH,CITY,Building,,Yes,,6,"Building Inspector I, Building Official, Building Official, Code Enforcement Officer, Part Time Building Permit Technician, Permit Technician",391713.0,7804.0,San Luis Obispo
CIT.312,PITTSBURG,CITY,Public Works - Engineering,,Yes,,26,"Administrative Analyst II, Administrative Analyst II, Administrative Specialist, Assistant City Engineer, Assistant Engineer, Assistant Engineer, Assistant Engineer, Assistant Engineer, Assistant Engineer, Associate Engineer, Associate Engineer, Associate Engineer, Associate Engineer, Associate Engineer, Construction Inspector I, Construction Inspector I, Construction Inspector II, Development Services Coordinator, Development Services Supervisor, Director Of Public Works/City Engineer, Intern, Intern, Intern, Intern, Permit Technician, Senior Civil Engineer",2226534.0,76374.0,Contra Costa
CIT.313,PLACENTIA,CITY,Development Services,,Yes,,13,"Administrative Assistant, Associate Planner, Building Inspector, Building Permit Technician, Building Permit Technician, Code Enforcement Officer, Code Enforcement Officer, Code Enforcement Supervisor, Director Of Development Services, Gis Technician, Planning Manager, Planning Technician, Planning Technician",1092479.0,53982.0,Orange
CIT.314,PLACERVILLE,CITY,Development Services,,Yes,,10,"Administrative Assistant Dev Services, Associate Planner, Building Official, Code Enforcement Officer, Development Technician, Director of Development Services, Planning Commissioner, Planning Commissioner, Planning Commissioner, Planning Commissioner",506242.0,10642.0,El Dorado
CIT.315,PLEASANT HILL,CITY,Building Dept.,,Yes,,5,"Admin Specialist, Building Inspector, Building Inspector, Chief Building Official, Permit Technician",611552.0,33601.0,Contra Costa
CIT.316,PLEASANTON,CITY,Community Development,,Yes,,35,"Administrative Assistant, Assistant Planner, Associate Civil Engineer, Associate Planner, Associate Planner, Associate Planner, Associate Planner, Associate Planner, Building Inspector, Building Inspector, Chief Building Official, Deputy Director Pw-Transportation, Director Of Comm Development, Engineering Technician III, Engineering Technician III, Housing Division Program Manager, Lead Building Inspector, Management Analyst, Office Assistant, Office Manager, Permits Technician, Permits Technician, Permits Technician, Plan Checker, Planning Manager/Deputy Cdd, Program Asst, Program Asst, Program Asst, Senior Office Assistant, Senior Plan Checker, Senior Planner, Senior Planner, Sr Code Enforcement Officer, Sr Transportation Engineer, Sr. Clerical Assistant",4712671.0,77232.0,Alameda
CIT.317,PLYMOUTH,CITY,,,,,,,,,
CIT.318,POINT ARENA,CITY,,,,,,,,,
CIT.319,POMONA,CITY,DS - Building - Safety,,Yes,,12,"Administrative Assistant III, Building & Safety Coordinator, Building Inspector I, Building Inspector II, Building Official, Building Permit Technician I, Building Permit Technician I, Building Permit Technician II, Building Permit Technician II, Building Permit Technician II, Deputy Building Official, Plans Examiner",817438.0,153042.0,Los Angeles
CIT.320,PORT HUENEME,CITY,,,,,,,,,
CIT.321,PORTERVILLE,CITY,Engineering & Project Management,,Yes,,22,"Assistant Construction Project Manager, Assistant Engineer, Assistant Engineer, Assistant Engineer-Prov, Assistant Project Manager, Building Inspector I, Building Inspector I, Building Inspector I, Building Permit Technician, Chief Building Official, City Engineer, Construction/Project Manager, Eng & Building Tech, Eng & Building Tech, Eng & Project Management Director, Engineer Specialist II, Engineering & Building Tech, Engineering Inspector I, Engineering Inspector I, Engineering Specialist I, Engineering Specialist II, Project Manager",1596289.0,63622.0,Tulare
CIT.322,PORTOLA,CITY,,,,,,,,,
CIT.323,POWAY,CITY,Development Services,,Yes,,38,"Administrative Assistant III, Administrative Assistant III, Administrative Assistant III, Assistant Engineer, Assistant Engineer, Assistant Engineer, Assistant Engineer, Assistant Engineer, Assistant Planner, Assistant Planner, Assistant Planner, Associate Civil Engineer, Associate Planner, Associate Planner, Associate Planner, Associate Planner, City Engineer, City Planner, Code Compliance Officer, Development Services Aide, Director Of Development Services, Director Of Development Services, Engineering Inspector, Engineering Inspector, Engineering Inspector, Engineering Technician I, Lead Engineering Inspector, Management Analyst, Principal Civil Engineer, Senior Administrative Assistant, Senior Administrative Assistant, Senior Civil Engineer, Senior Code Compliance Officer, Senior Code Compliance Officer, Senior Management Analyst, Senior Planner, Senior Planner, Special Projects Engineer",2650961.0,50379.0,San Diego
CIT.324,RANCHO CORDOVA,CITY,41 - Building And Inspection,,Yes,,10,"Building Inspector I, Building Inspector II, Building Inspector Supervisor, Building Permit Services Supervisor, Building Permit Technician II, Building Permit Technician II, Chief Building Official, Senior Building Inspector, Senior Building Permit Technician, Senior Building Plans Examiner",970614.0,85451.0,Sacramento
CIT.325,RANCHO CUCAMONGA,CITY,,,,,,,,,
CIT.326,RANCHO MIRAGE,CITY,Building & Safety Department,,Yes,,5,"Building Inspector II, Building Inspector II, Building Inspector II, Building Inspector II, Building Official",460457.0,17120.0,Riverside
CIT.327,RANCHO PALOS VERDES,CITY,Community Development,,Yes,,32,"Assistant Planner, Assistant Planner, Associate Planner, Associate Planner, Associate Planner, Building Official, Code Enforcement Officer, Code Enforcement Officer, Code Enforcement Officer, Deputy Director Of Community Development, Director Of Community Development, Permit Technician, Permit Technician, Permit Technician, Permit Technician, Permit Technician, Permit Technician, Planning Commissioner, Planning Commissioner, Planning Commissioner, Planning Commissioner, Planning Commissioner, Planning Commissioner, Planning Commissioner, Planning Commissioner, Planning Commissioner, Planning Commissioner, Senior Administrative Analyst, Senior Building Inspector, Senior Planner, Senior Planner, Senior Planner",2175885.0,40727.0,Los Angeles
CIT.328,RANCHO SANTA MARGARITA,CITY,Development Services,,Yes,,6,"Administrative Assistant, Assistant City Manager/Development Services Dir, Code Enforcement Officer, Planner, Planning Technician, Principal Planner",669905.0,46341.0,Orange
CIT.329,RED BLUFF,CITY,,,,,,,,,
CIT.330,REDDING,CITY,,,,,,,,,
CIT.331,REDLANDS,CITY,Development Services,,Yes,,20,"Administrative Analyst, Administrative Assistant, Building Inspector, Building Inspector, Chief Building Official, City Planner, Director-Dev Services, Economic Development Coord, Management Analyst, Permit Technician, Planner, Planner, Planner, Planner, Plans Examiner, Principal Planner, Senior Building Inspector, Senior Planner, Senior Planner, Senior Plans Examiner",1876949.0,73488.0,San Bernardino
CIT.332,REDONDO BEACH,CITY,Community Development,,Yes,,35,"Admin Specialist Pt, Associate Planner, Associate Planner, Building & Engineering Tech, Building & Engineering Tech, Building & Engineering Tech, Building Inspector, Building Inspector, Building Maint Worker, Building Maint Worker, Building Maint Worker, Building Maint Worker, Building Maintenance Leadworker, Chief Building Official, Community Development Director, Maintenance Worker I, Maintenance Worker I, Maintenance Worker I, Maintenance Worker I, Maintenance Worker I, Maintenance Worker I, Maintenance Worker I, Plan Check Engineer, Planning Analyst, Planning Manager, Planning Technician, Pub Works Manager, Public Services Leadworker, Senior Building Inspector, Senior Building Inspector, Senior Plan Check Engineer, Senior Planner, Senior Planner, Senior Planner, Senior Planner",2774531.0,68091.0,Los Angeles
CIT.333,REDWOOD CITY,CITY,,,,,,,,,
CIT.334,REEDLEY,CITY,Community Development,,Yes,,6,"Assistant Planner, Building Permit Technician, City Building Official, City Planner, Community Development Director, Staff Assistant",550825.0,26603.0,Fresno
CIT.335,RIALTO,CITY,,,,,,,,,
CIT.336,RICHMOND,CITY,Planning & Building Regulation,,Yes,,47,"Admin Student Intern G/III, Admin Student Intern G/III, Admin Student Intern G/III, Administrative Assistant, Assistant Planner, Assistant Planner, Associate Admin Analyst, Associate Admin Analyst, Associate Admin Analyst, Building Inspector, Building Inspector, Building Inspector, Building Inspector Supervisor, Building Official, Building Official, Code Enforcement Manager, Code Enforcement Officer I, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer II, Director Of Community Dev, Housing  Services Supervisor, Housing Manager, Industrial Building Inspector, Office Aide G/III, Permit Technician I, Permit Technician I, Permit Technician II, Plan Checking Engineer, Plan Checking Engineer, Planner II, Planning Manager, Planning Technician I, Planning Technician I, Planning Technician I, Principal Planner, Project Coordinator, Senior Administrative Analyst, Senior Building Inspector, Senior Building Inspector, Senior Building Inspector, Senior Permit Technician, Senior Planner, Senior Planner, Senior Planner",4272874.0,113594.0,Contra Costa
CIT.337,RIDGECREST,CITY,,,,,,,,,
CIT.338,RIO DELL,CITY,,,,,,,,,
CIT.339,RIO VISTA,CITY,,,,,,,,,
CIT.340,RIPON,CITY,,,,,,,,,
CIT.341,RIVERBANK,CITY,,,,,,,,,
CIT.342,RIVERSIDE,CITY,Community Development,,Yes,,113,"Accounting Technician, Accounting Technician T, Administrative Analyst, Administrative Analyst, Administrative Analyst, Assistant Building Official E, Assistant Planner T, Assistant Planner T, Assistant Planner T, Assistant Planner T, Assistant Planner T, Assistant Planner T, Assistant Planner T, Associate Planner, Associate Planner T, Associate Planner T, Associate Planner T, Associate Planner T, Associate Planner T, Associate Planner T, Building Inspection Supervisor E, Building Inspector I T, Building Inspector I T, Building Inspector I T, Building Inspector I T, Building Inspector I T, Building Inspector II T, Building Inspector II T, Building Inspector II T, Building Official, Business Systems Manager I, City Historic Preservation Officer, City Planner E, Code Enforcement Manager, Code Enforcement Officer I T, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer II T, Code Enforcement Officer II T, Code Enforcement Officer II T, Code Enforcement Officer II T, Code Enforcement Officer II T, Code Enforcement Officer II T, Code Enforcement Officer II T, Code Enforcement Officer II T, Code Enforcement Officer II T, Community & Economic Development Director, Deputy Community And Economic Development Director, Deputy Community And Economic Development Director, Deputy Community And Economic Development Director, Development Services Representative II T, Development Services Representative II T, Executive Assistant C, Fiscal Manager, General Service Worker, General Service Worker, General Service Worker, General Service Worker, General Service Worker (Reset), General Service Worker (Reset), Permit Technician, Permit Technician T, Permit Technician T, Permit Technician T, Plan Check Manager E, Planning Technician, Planning Technician, Plans Examiner, Plans Examiner, Plans Examiner, Plans Examiner, Principal Planner, Principal Planner, Principal Planner, Project Assistant E, Project Coordinator E, Project Coordinator E, Project Manager, Project Manager E, Project Manager E, Project Manager E, Real Property Agent, Real Property Agent, Real Property Agent, Real Property Compliance Officer, Real Property Services Manager, Senior Administrative Analyst, Senior Building Inspector, Senior Building Inspector, Senior Code Enforcement Officer, Senior Code Enforcement Officer, Senior Code Enforcement Officer, Senior Code Enforcement Officer, Senior Management Analyst, Senior Office Specialist, Senior Office Specialist, Senior Office Specialist T, Senior Office Specialist T, Senior Permit Technician, Senior Permit Technician T, Senior Plan Check Engineer, Senior Plan Check Engineer, Senior Planner, Senior Planner, Senior Planner, Senior Planner, Senior Planner, Senior Project Manager, Senior Project Manager, Senior Project Manager, Senior Project Manager, Senior Project Manager, Supervising Real Property Agent",9138244.0,320337.0,Riverside
CIT.343,ROCKLIN,CITY,Community Development,,Yes,,37,"Administrative Assistant, Administrative Technician, Assistant Civil Engineer, Associate Civil Engineer, Associate Civil Engineer, Associate Planner, Building Inspector I, Building Inspector II, Building Inspector II, Chief Building Official, City Engineer/Deputy Director Of Community Development, Code Enforcement Officer, Code Enforcement Program Manager, Code Enforcement Technician, Director Of Community Development, Permit Center Supervisor, Planning Commission, Planning Commission, Planning Commission, Planning Commission, Planning Commission, Planning Manager, Planning/Build Technician I, Planning/Build Technician I, Planning/Building Technician I, Planning/Building Technician I, Planning/Building Technician I, Planning/Building Technician I, Planning/Building Technician II, Planning/Building Technician II, Planning/Building Technician II, Planning/Building Technician II, Principal Planner, Senior Construction Inspector, Senior Engineer, Senior Planner, Senior Planner",2497085.0,73172.0,Placer
CIT.344,ROHNERT PARK,CITY,Building Div Manager/Building Offic,,Yes,,1,1210 Building Div Manager/Building Official,100608.0,44062.0,Sonoma
CIT.345,ROLLING HILLS,CITY,,,Caveat,Contract out to LA County. See Link: https://dpw.lacounty.gov/bsd/content/contractcities.aspx,0,,,,
CIT.346,ROLLING HILLS ESTATES,CITY,,,Caveat,Contract out to LA County. See Link: https://dpw.lacounty.gov/bsd/content/contractcities.aspx,0,,,,
CIT.347,ROSEMEAD,CITY,,,,,,,,,
CIT.348,ROSEVILLE,CITY,DSD Development Services Department,,Yes,,83,"Administrative Assistant, Administrative Technician, Assistant Building Official, Assistant Engineer, Assistant Engineer, Assistant Engineer, Assistant Engineer, Associate Engineer, Associate Engineer (Pe), Associate Planner, Associate Planner, Associate Planner, Associate Planner, Associate Planner, Building Inspector I, Building Inspector I, Building Inspector I, Building Inspector I, Building Inspector II, Building Inspector II, Building Inspector II, Building Inspector II, Building Inspector II, Building Official, Building Official, Building Plans Examiner I, Building Plans Examiner I, Building Plans Examiner II, Building Plans Examiner II, Building Plans Examiner II, Building Plans Examiner Supervisor, Code Enforcement Inspector I, Code Enforcement Inspector I, Code Enforcement Inspector II, Code Enforcement Inspector II, Code Enforcement Inspector II, Code Enforcement Inspector II, Code Enforcement Supervisor, Code Enforcement Supervisor, Construction Inspection Superintendent, Construction Inspection Supervisor, Construction Inspector II, Construction Inspector II, Construction Inspector II, Construction Inspector II, Construction Inspector II, Development Services Business Analyst II, Development Services Business Analyst II, Development Services Business Systems Administrator, Development Services Director, Development Services Manager, Development Technician I, Development Technician I, Development Technician II, Development Technician II, Development Technician II, Development Technician II, Engineering Manager, Environmental Coordinator, Gis Analyst II, Gis Technician I, Junior Engineer, Management Analyst II, Office Assistant I, Office Assistant I, Permit Technician I, Permit Technician I, Permit Technician I, Permit Technician I, Permit Technician I, Permits Supervisor, Planning Manager, Principal Engineer, Senior Building Inspector, Senior Building Inspector, Senior Construction Inspector, Senior Construction Inspector, Senior Development Services Business Analyst, Senior Engineer, Senior Engineer, Senior Permits Technician, Senior Planner, Senior Planner",7650978.0,158494.0,Placer
CIT.349,SACRAMENTO,CITY,Building,,Yes,,31,"Accounting Technician, Building Inspector I, Building Inspector I, Building Inspector I, Building Inspector I, Building Inspector I, Building Inspector II, Building Inspector II, Building Inspector II, Building Inspector II, Building Inspector II, Building Inspector II, Building Inspector III, Building Inspector III, Building Inspector III, Building Inspector III, Building Inspector III, Building Inspector III, Building Inspector III, Building Inspector III, Building Inspector III, Building Inspector III, Building Inspector III, Building Inspector IV, Building Inspector IV, Building Inspector IV, Chief Building Official, Principal Building Inspector, Supervising Building Inspector, Supervising Building Inspector, Supervising Building Inspector",2634591.0,527979.0,Sacramento
CIT.350,SALINAS,CITY,Community Development,,Yes,,96,"Administrative Aide, Administrative Aide, Administrative Aide, Administrative Aide - Limited Term, Administrative Analyst I, Administrative Analyst I, Administrative Analyst I, Administrative Analyst I - Limited Term, Administrative Analyst I - Limited Term, Administrative Analyst I - Limited Term, Administrative Analyst I - Limited Term, Administrative Analyst I - Limited Term, Administrative Clerk I, Assistant Community Development Director, Assistant Community Development Director, Assistant Planner, Assistant Planner, Assistant Planner, Associate Planner, Associate Planner, Associate Planner, Building Permit Specialist, Chief Building Official, Code Enforcement Manager, Code Enforcement Officer I, Code Enforcement Officer I, Code Enforcement Officer I, Code Enforcement Officer I, Code Enforcement Officer I, Combination Building Inspector I, Combination Building Inspector I, Combination Building Inspector I, Combination Building Inspector II, Community Development Analyst, Community Development Analyst, Community Development Analyst, Community Development Analyst, Community Development Analyst, Community Development Analyst - Limited Term, Community Development Analyst - Limited Term, Community Development Analyst - Limited Term, Community Development Analyst - Limited Term, Community Development Director, Community Outreach Assistant - Limited Term, Community Outreach Assistant - Limited Term, Community Outreach Assistant - Limited Term, Community Outreach Assistant - Limited Term, Community Outreach Assistant - Limited Term, Community Outreach Assistant - Limited Term, Community Outreach Assistant - Limited Term, Community Outreach Assistant - Limited Term, Community Outreach Assistant - Limited Term, Community Outreach Assistant - Limited Term, Community Outreach Assistant - Limited Term, Community Outreach Assistant - Limited Term, Community Outreach Assistant - Limited Term, Economic Development Analyst, Homeless Services Manager, Homeless Services Manager - Limited Term, Inspection Services Manager, Management Analyst, Management Analyst, Office Technician, Office Technician, Permit Analyst, Permit Center Clerk, Permit Center Clerk, Permit Center Coordinator, Permit Services Technician, Permit Services Technician, Permit Services Technician, Plan Checker II, Planning Manager, Planning Manager, Planning Manager, Senior Accounting Technician, Senior Code Enforcement Officer, Senior Community Development Analyst, Senior Economic Development Manager, Senior Planner, Senior Planner, Senior Planner, Temporary - Administrative Aide, Temporary - Administrative Aide, Temporary - Administrative Aide, Temporary - Administrative Clerk I, Temporary - Administrative Clerk I, Temporary - Clerical Aide, Temporary - Community Improvement Assistant, Temporary - Office Technician, Temporary - Office Technician, Temporary - Peer Outreach Worker, Temporary - Peer Outreach Worker, Temporary - Permit Center Clerk, Temporary - Permit Center Clerk, Temporary - Senior Planner",6393379.0,160645.0,Monterey
CIT.351,SAN BERNARDINO,CITY,Community Develop & Housing Department,,Yes,,68,"Accountant III, Accounting Technician II, Administrative Assistant, Administrative Assistant, Administrative Assistant, Assistant Building Official, Assistant Planner (Flex), Assistant Planner (Flex), Associate Planner, Building Inspector II, Building Official (U), Code Enforcement Division Manager (U), Code Enforcement Officer I (Flex), Code Enforcement Officer I (Flex), Code Enforcement Officer I (Flex), Code Enforcement Officer I (Flex), Code Enforcement Officer I (Flex), Code Enforcement Officer I (Flex), Code Enforcement Officer I (Flex), Code Enforcement Officer I (Flex), Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer II, Community Development Technician, Community Development Technician, Community Development Technician, Community Development Technician, Customer Service Representative, Customer Service Representative, Customer Service Representative, Deputy Dir Of Hou & Homelessness (U), Director Of Comm Develop & Housing (U), Executive Assistant To Director (U), Homeless Services Coordinator, Homeless Solutions Manager (U), Housing Compliance Specialist, Housing Compliance Specialist, Housing Division Manager (U), Lead Building Inspector, Lead Code Enforcement Officer, Lead Code Enforcement Officer, Management Analyst I (Flex), Management Analyst I (Flex), Management Analyst II, Part-Time ( <Reg Hrs &/Or Retired), Permit Services Supervisor, Planning Aide, Planning Aide, Plans Examiner II, Principal Planner, Senior Customer Service Representative, Senior Customer Service Representative (Bil), Senior Management Analyst, Senior Management Analyst, Senior Management Analyst, Senior Planner, Senior Planner, Senior Planner",3892072.0,222727.0,San Bernardino
CIT.352,SAN BRUNO,CITY,Building Inspection,,Yes,,4,"Building Division Supervisor, Building Inspector II, Building Inspector II, Building Official",398483.0,42631.0,San Mateo
CIT.353,SAN CARLOS,CITY,Community Development Building,,Yes,,9,"Assistant Building Official, Building Inspector I, Building Inspector I, Building Inspector I, Building Inspector II, Building Inspector II, Building Official, Management Analyst, Permit Technician",1078258.0,29535.0,San Mateo
CIT.354,SAN CLEMENTE,CITY,Building,,Yes,,10,"Administrative Assistant, Building Inspector I, Building Inspector II, Building Official, Office Specialist II, Permit Technician, Permit Technician, Plans Examiner I, Plans Examiner II, Senior Permit Technician",827112.0,62865.0,Orange
